District,School,Date(s) of Collection,First Day of School (2026-27),SIS/Scheduling Software,Days before start of school schedules are available (Latest possible day),Named Arena Selection Process,Preliminary/Unofficial Schedule Before Summer,Teacher Request Allowed,Days after start of school to submit schedule changes (Earliest possible deadline),Disallowed Reason - To be with a friend,Disallowed Reason - Teacher Changes,Disallowed Reason - Different Lunch period,Disallowed Reason - Elective Change,Disallowed Reason - Dropping an application course after a student has been accepted and enrolled,Disallowed Reason - Dropped Course,Disallowed Reason - Changing between AP and IB,Disallowed Reason - Changing of a privilege period,Disallowed Reason - Improving GPA,AP/Honors/Advanced Level-Down Allowed,Level-Down Deadline/Trigger - End of first 6 weeks,Level-Down Deadline/Trigger - End of first semester,Level-Down Deadline/Trigger - Automatic if Failing After 6 weeks,Level-Down Deadline/Trigger - Teacher Initiated,Reason - Change needed for graduation,Reason - Already completed credit,Reason - Missing/Failed Prerequisites,"Reason - Incomplete Schedule, Duplicate Classes, or other Schedule Error","Reason - Balancing Class Loads, or other School Need",Reason - Did not apply / enrolled by mistake,Reason - Add/Drop Athletics/Performing Arts,Reason - Alignment with College Admission Requirements,Reason - Change Needed to Complete an Endorsement,Reason - Needs Placement in Special Education,"Reason - 504 plan, or ESL/ELL services",Reason - Adjustment for Medical/Physical Health,Reason - Relevant Credit earned in Summer School,Reason - Student Elected or Assigned to Conflicting Activity by the Administration,Reason - Remedial Coursework Needed for State Assessment,Reason - Previously Failed Class with Teacher,Reason - Student Enrolled in Dual-Credit Class,Reason - Teacher Initiated Changes,Reason - ARD Meeting Recommendation,Reason - Student Did Not Meet Standard on STAAR or EOC Exams,Use of Scheduling Software,Teacher Request Prior to Schedule Build,Possible to Switch Core Classes,Notes,source_files,model,coded_date,_pathkey
Venus ISD,Venus HS,"July 15, 2026; Aug 6, 2026",August 6,,Not stated,Not stated,Not stated,N,10 instructional days,Not stated,Y,Y,Y,Not stated,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Y,Y,Y,Not stated,Not stated,Y,Not stated,Y,Y,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Y,Multiple data-collection columns list differing software (PowerSchool/Skyward/Ascender) and counselor contact info; deadline strictness rated Lenient to Strict across columns.,Venus ISD Data Collection.docx,claude-sonnet-5,2026-08-25,Venus ISD||Venus ISD
Vernon ISD,Vernon ISD,08/07/26,August 13,,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Document is largely an unfilled template; no policy prose on schedule changes provided. Deadline strictness varies by respondent (Lenient/Moderate/Moderate/Strict).,Vernon ISD Data Collection Guide.docx,claude-sonnet-5,2026-08-25,Vernon ISD||Vernon ISD
Vidor ISD,Vidor,08/07/26,"Aug 12, 2026",,2 days,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Not stated,Vidor ISD Data Collection Guide.docx,claude-sonnet-5,2026-08-25,Vidor ISD||Vidor ISD
Waller ISD,Waller HS,"July 8, 2026; August 6, 2026",August 13,,"5 days (schedules released August 8, school starts August 13)",Not stated,Not stated,Not stated,15 days (first three weeks of semester),Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Y,Not stated,Not stated,Not stated,Not stated,Y,Y,Y,Not stated,Not stated,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Y,Not stated,Not stated,Exception: removal from advanced courses/AFJROTC allowed within first grading period; students may exit a full-year course at end of fall semester (space permitting) with request 3 weeks before semester ends.,Waller ISD Data Collection.docx,claude-sonnet-5,2026-08-25,Waller ISD||Waller ISD
Weatherford ISD,Weatherford HS,"July 9, 2026; August 6, 2026","August 12, 2026",,2 days (schedule pickup August 10),Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Y,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,"Course requests finalized by May 1; after May 1 only AP/Honors level changes allowed, at end of first 6 weeks or after first semester. Software use answers mixed across respondents (PowerSchool/Skyward/Ascender).",Weatherford ISD Data Collection .docx,claude-sonnet-5,2026-08-25,Weatherford ISD||Weatherford ISD
Wells ISD,Wells ISD,08/07/26,"Aug 13, 2026",,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Not stated,Wells ISD Data Collection Guide.docx,claude-sonnet-5,2026-08-25,Wells ISD||Wells ISD
West ISD,West High,"July 17, 2026; August 11, 2026",August 13,,6 days (Aug 7 orientation),Not stated,Not stated,N,Not stated,Not stated,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Y,Software varies by source (PowerSchool/Skyward/Ascender); policy text mostly blank except deadline and teacher-request notes.,West ISD Data Collection.docx,claude-sonnet-5,2026-08-25,West ISD||West ISD
West Orange-Cove CISD,West Orange-Stark HS,"July 15, 2026; August 6, 2026",August 13 (per 2025-2026 calendar),,"5 days (assignments received Aug 8, school starts Aug 13)",Not stated,Not stated,Not stated,14 days (first 2 weeks),Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,"Data sparse; most policy detail fields (course change reasons, teacher requests, leveling policies) not addressed in provided documents.",West Orange-Cove CISD Data Collection .docx,claude-sonnet-5,2026-08-25,West Orange Cove CISD||West Orange-Cove CISD
West Rusk ISD,West Rusk,08/07/26,Not stated,,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Data collection template largely unfilled; no policy prose on course-change reasons provided.,West Rusk County Consolidated ISD Data Collection Guide.docx,claude-sonnet-5,2026-08-25,West Rusk County Consolidated ISD||West Rusk County Consolidated ISD
Westwood ISD,Westwood,08/07/26,Not stated,,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Not stated,Westwood ISD Data Collection Guide.docx,claude-sonnet-5,2026-08-25,Westwood ISD||Westwood ISD
White Oak ISD,White Oak High School,08/07/26,Not stated,,About 1 week (7 days),Not stated,N,N,14 days (2 weeks),Not stated,Y,Not stated,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Y,Not stated,Not stated,Not stated,Y,Not stated,Y,Y,Not stated,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Y,N,Y,"Course requests made in Feb during CTE month; actual schedules revealed ~1 week before school starts in August; schedule change form requires signatures from outgoing/incoming teacher, counselor, principal, and parent; electives tied to Programs of Study/Endorsement pathways.",White Oak ISD Data Collection Guide.docx,claude-sonnet-5,2026-08-25,White Oak ISD||White Oak ISD
White Settlement ISD,Brewer HS,"July 12, 2026; August 6, 2026","August 13, 2026",,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Document contains mostly blank/unanswered fields; deadline strictness varies by respondent (Lenient/Moderate/Moderate/Strict); no policy prose on course-change reasons was provided.,White Settlement ISD.docx,claude-sonnet-5,2026-08-25,White Settlement ISD||White Settlement ISD
Whitehouse ISD,Whitehouse,08/07/26,Not stated,,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Y,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,"District uses multiple SIS platforms (PowerSchool, Skyward, Ascender) depending on campus; policy focuses on schedule change rules for incorrect placement, scheduling conflicts, extracurricular changes, and AP/Honors drops.",Whitehouse ISD Data Collection Guide.docx,claude-sonnet-5,2026-08-25,Whitehouse ISD||Whitehouse ISD
Wichita Falls ISD,WF Legacy HS,"July 8, 2026","August 13, 2026",,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,"Deadline strictness reported inconsistently across counselors (Lenient/Moderate/Moderate/Strict); policy text on course changes is limited and mostly addresses scheduling errors, administrative adjustments, and level changes.",Wichita Falls ISD Data Collection - WF Legacy HS.docx,claude-sonnet-5,2026-08-25,Wichita Falls ISD||WF Legacy HS
Wichita Falls ISD,WF Legacy HS,"July 8, 2026","August 13, 2026",,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Y,Table contains four parallel columns with conflicting software answers (Yes/Yes/No/No) and deadline strictness ratings (Lenient/Moderate/Moderate/Strict); course change policy sourced from SHBandCOCFinalCombined_1.pdf.,Wichita Falls ISD Data Collection - WF Memorial HS.docx,claude-sonnet-5,2026-08-25,Wichita Falls ISD||WF Memorial HS
Wimberley ISD,Wimberley High School,08/07/26,"Aug 13, 2026",,Not stated,Not stated,Not stated,Not stated,First couple weeks of school (exact day count not specified),Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,"Policy cites TEC Ch.25 Sec.25.092 (90% attendance rule); schedule changes handled via Google Form active first couple weeks of fall semester; after that period, changes require tutorials, completed classwork, student-teacher conference, parent-teacher conference, and principal approval; late changes may result in loss of credit.",Wimberly ISD Data Collection Guide.docx,claude-sonnet-5,2026-08-25,Wimberly ISD||Wimberly ISD
Woodsboro ISD,Woodsboro HS,"July 29, 2026",August 19,,Not stated,Not stated,Not stated,Not stated,First 5 days,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Y,Y,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Y,Not stated,Not stated,Not stated,Woodsboro ISD Data Collection.docx,claude-sonnet-5,2026-08-25,Woodsboro ISD||Woodsboro ISD
Wylie ISD,Wylie High School,08/07/26,"Aug 13, 2026",,3 days (Aug 10 Meet the Teacher),Not stated,Not stated,N,7 days (one week),Y,Y,Y,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Y,Not stated,Y,Y,Not stated,Not stated,Y,Y,Not stated,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Y,Not stated,Not stated,Y,Not stated,Y,Students allowed only ONE schedule change; exceptions require principal approval. No elective changes after June 1 for upcoming year requests. Very limited changes allowed at start of semester 2.,Wylie ISD (221912) Data Collection Guide.docx,claude-sonnet-5,2026-08-25,Wylie ISD (221912)||Wylie ISD (221912)
Wylie ISD,Not stated,08/07/26,Not stated,,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Not stated,Wylie ISD (43914) Data Collection Guide.docx,claude-sonnet-5,2026-08-25,Wylie ISD (43914)||Wylie ISD (43914)
Allen ISD,Allen HS,"July 13, 2026",August 12 (per 2025-2026 calendar; 2026-27 not stated),,Not stated,Y,Y,N,6 weeks (~42 days) for advanced-to-on-level requests,Not stated,Y,Y,Y,Y,Y,Y,Y,Not stated,Y,Y,Not stated,Not stated,Not stated,Y,Y,Y,Y,Y,Y,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Arena scheduling occurs late March/April with course corrections May 1-5; unofficial schedule available before end of prior school year; teacher change requests explicitly not accepted.,Allen ISD Data Collection.docx,claude-sonnet-5,2026-08-25,Allen ISD||Allen ISD
Alvarado ISD,Alvarado High School,"July 5, 2026","August 12, 2026",,About 1 week before school (final schedules handed out the week before school),Not stated,Y,Not stated,5 days into the semester,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,"Preliminary schedule given during summer with request changes; absolute deadline for changes is 3 weeks into semester due to credit loss, though a 2023 course guide cites a 5-day limit; committee review required for unresolved schedule concerns.",Alvarado ISD Data Collection .docx,claude-sonnet-5,2026-08-25,Alvarado ISD||Alvarado ISD
Amarillo ISD,Amarillo HS,"July 12, 2026",August 18,,Not stated,Not stated,Not stated,N,10 days (first 10 days of the semester),Y,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Y,Y,Not stated,Not stated,Not stated,Y,Not stated,Y,Y,Not stated,Not stated,Y,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,No record of schedule changes kept if made within first 10 days of semester; deadline strictness varies by respondent (Lenient/Moderate/Strict),Amarillo ISD Data Collection - Amarillo HS.docx,claude-sonnet-5,2026-08-25,Amarillo ISD||Amarillo HS
Amarillo ISD,Caprock HS,"July 12, 2026",August 18,,1 day before (Aug 17),Not stated,Not stated,N,10 days,Y,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Y,Y,Not stated,Not stated,Not stated,Y,Not stated,Y,Y,Not stated,Not stated,Y,Not stated,Not stated,Y,Y,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Software varies by source (PowerSchool/Skyward/Ascender); strictness of deadline enforcement varies by source (Lenient/Moderate/Strict),Amarillo ISD Data Collection - Caprock HS.docx,claude-sonnet-5,2026-08-25,Amarillo ISD||Caprock HS
Amarillo ISD,Palo Duro HS,"July 12, 2026",August 18,,2 days before start of school,Not stated,Not stated,N,10 days into the semester,Y,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Y,Y,Not stated,Not stated,Not stated,Y,Not stated,Y,Y,Not stated,Not stated,Y,Not stated,Not stated,Not stated,Y,Y,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,"Multiple respondent columns gave inconsistent answers (e.g., software used, deadline strictness); left several fields blank.",Amarillo ISD Data Collection - Palo Duro HS.docx,claude-sonnet-5,2026-08-25,Amarillo ISD||Palo Duro HS
Amarillo ISD,Tascoca HS,"July 12, 2026",August 18,,5-6 days (Aug 12-13),Not stated,Not stated,N,10 days,Y,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Y,Y,Not stated,Not stated,Not stated,Y,Not stated,Y,Y,Not stated,Not stated,Y,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Leveling down considered after 6 weeks; deadline strictness varies by respondent (Lenient/Moderate/Strict),Amarillo ISD Data Collection - Tascoca HS.docx,claude-sonnet-5,2026-08-25,Amarillo ISD||Tascoca HS
Angleton ISD,Angleton HS,"July 10, 2026",August 18,,"7 days (schedule pickup Aug 11, school starts Aug 18)",Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Not stated,Not stated,Y,Y,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,"Multiple columns show conflicting/duplicate data (different software listed per column: PowerSchool, Skyward, Skyward, Ascender; strictness varies Lenient/Moderate/Moderate/Strict). Honors/AP changes allowed through first progress report.",Angleton ISD Data Collection .docx,claude-sonnet-5,2026-08-25,Angleton ISD||Angleton ISD
Athens ISD,Athens HS,"July 5, 2026","August 3, 2026",,Not stated,Not stated,N,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Y,Not stated,Not stated,Y,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Not stated,Y,Not stated,Y,Not stated,Not stated,Not stated,Not stated,Y,Y,Not stated,Not stated,"Class assignments released just before start of school; Grade 9 meet-the-teacher around July 31; teacher change requires parent/teacher conference then admin approval, may be denied due to availability/class size",Athens ISD Data Collection.docx,claude-sonnet-5,2026-08-25,Athens ISD||Athens ISD
Azle ISD,Azle HS,"July 10, 2026","August 12, 2026",,"4 days (schedules released Aug 8, school starts Aug 12)",Not stated,Not stated,N,"23 days (level-change window opens Sept 4, 2026)",Not stated,Y,Y,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,N,Not stated,"Multiple columns give conflicting answers (e.g., software use Yes/Yes/No/No, deadline strictness Lenient/Moderate/Moderate/Strict), suggesting multiple respondents or sources; elective changes end the Wednesday before school starts (Aug 11), while course LEVEL changes are allowed Sept 4-18.",Azle ISD Data Collection.docx,claude-sonnet-5,2026-08-25,Azle ISD||Azle ISD
Belton ISD,Belton HS,"July 7, 2026",August 13,,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Y,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,"Survey responses varied across the four collected columns (e.g., use of software Yes/Yes/No/No; deadline strictness Lenient/Moderate/Moderate/Strict). Policy text on course changes and reasons was consistent across columns.",Belton ISD Data Collection - Belton HS.docx,claude-sonnet-5,2026-08-25,Belton ISD||Belton HS
Birdville ISD,Birdville HS,"July 11, 2026",August 12,,Not stated,Not stated,Not stated,N,5 days,Not stated,Y,Y,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Y,Y,Not stated,Not stated,Y,Y,Not stated,Y,Y,Y,Not stated,Y,Not stated,Not stated,Y,Not stated,Not stated,Not stated,Y,Not stated,Y,"Multiple counselors gave differing answers on deadline strictness (Lenient/Moderate/Strict); schedules typically printed on first day of school, may be available online earlier.",Birdville ISD Data Collection - Birdville HS.docx,claude-sonnet-5,2026-08-25,Birdville ISD||Birdville HS
Birdville ISD,Haltom HS,"July 11, 2026",August 12,,Not stated,Not stated,Not stated,N,5 days,Not stated,Y,Y,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Y,Y,Not stated,Not stated,Y,Y,Not stated,Y,Y,Y,Not stated,Y,Not stated,Not stated,Y,Not stated,Not stated,Not stated,Y,Not stated,Not stated,"Multiple counselors/software listed (PowerSchool, Skyward/FOCUS, Ascender); deadline strictness varies by respondent (Lenient/Moderate/Strict)",Birdville ISD Data Collection - Haltom HS.docx,claude-sonnet-5,2026-08-25,Birdville ISD||Haltom HS
Birdville ISD,Richland HS,"July 11, 2026","August 12, 2026",,"0 (schedules received first period of first day; new student orientation Aug 8, 4 days prior)",Not stated,Not stated,N,5 days,Not stated,Y,Y,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Y,Y,Not stated,Not stated,Y,Y,Not stated,Y,Y,Y,Not stated,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Y,"Document contains four respondent columns with varying answers (e.g., strictness rated Lenient/Moderate/Moderate/Strict); software use varied (Yes/Yes/No/No) with PowerSchool, Skyward, and Ascender mentioned.",Birdville ISD Data Collection - Richland HS.docx,claude-sonnet-5,2026-08-25,Birdville ISD||Richland HS
Bowie ISD,Bowie HS,"July 6th, 2026","August 5, 2026",,"1 day (schedules appear to be released at Meet the Teacher Night, August 4, 2026)",Not stated,Not stated,Not stated,10 days (soft deadline of 10th day of each semester),Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Schedule change requests must be made in writing to the counselor; principal decides on late requests. Counselors meet with student and parent/guardian to discuss changes. Software use varies by respondent (PowerSchool/Skyward/Ascender).,Bowie ISD Data Collection.docx,claude-sonnet-5,2026-08-25,Bowie ISD||Bowie ISD
Brownsboro ISD,Brownsboro HS,"July 6, 2026","August 13, 2026",,Not stated,Not stated,Not stated,N,Not stated,Y,Y,Y,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,"Schedule change deadline listed as last day of previous school year (May 27), i.e., before the new school year starts; strictness of deadline/leniency rated variably (Lenient/Moderate/Strict) across sources; school uses PowerSchool/Skyward/Ascender depending on function.", Brownsboro ISD Data Collection.docx,claude-sonnet-5,2026-08-25,Brownsboro ISD||Brownsboro ISD
Bullard ISD,Bullard HS,"July 6, 2026","August 12, 2026",,"7 days (schedules available Aug 5, school starts Aug 12)",Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Y,Y,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Course selection forms due Feb 13; mid-year changes require counselor/admin approval; deadline strictness rated Lenient to Strict across sources,Bullard ISD Data Collection.docx,claude-sonnet-5,2026-08-25,Bullard ISD||Bullard ISD
Burleson ISD,Burleson HS,"July 8, 2026","August 12, 2026",,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Document is a largely blank data-collection template with four columns of conflicting/unfilled responses; no substantive course-change policy prose provided.,Burleson ISD Data Collection - Burleson HS.docx,claude-sonnet-5,2026-08-25,Burleson ISD||Burleson HS
Bushland ISD,Bushland HS,"July 6, 2026; August 7, 2026","August 10, 2026",,7 days (one week before start of school),Not stated,Not stated,Not stated,4 days,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Not stated,Y,Not stated,Not stated,Y,Not stated,Not stated,"Changes must be initiated within first 4-5 days of semester, completed by 8th-10th day; classes cannot be dropped after 8th school day; all changes at discretion of principal/counselor.",Bushland ISD Data Collection.docx,claude-sonnet-5,2026-08-25,Bushland ISD||Bushland ISD
